adid,n_interests,custom
23849577253020062,2,0
6274382458466,1,0
23848768664930176,0,1
23849426504800409,1,0
23849432040550429,0,1
23849553201850254,0,0
23849640479040758,0,0
23848570382580605,0,0
23849654289980513,2,0
23849613690410189,0,0
23848991010070376,0,0
6255131007889,2,0
6272913501237,0,0
23849426861820274,0,1
23849379622490691,0,1
23849939332740595,0,0
23849049032300071,0,0
23849770047280525,0,1
23849400860080496,0,1
23849156204810234,0,0
6292096369220,0,0
23849048198340261,0,1
6265214289710,0,0
6258880763929,0,0
23849717209150021,0,0
6254050681976,0,0
23849668310010660,0,1
6268667398884,0,1
23848495765510193,0,0
6265225002510,0,0
23849238883310335,0,0
23849209018260788,0,1
23846804172640272,0,0
23849600265240042,5,0
6273118485365,1,0
23849606242580369,0,0
6277346902928,1,0
6253476110390,1,0
23849233453700539,1,0
23849288894100278,0,0
23849635874890030,0,0
23849043070980755,0,0
23849676130160468,0,1
6267332126710,0,0
23849295469570223,17,0
23850158237780028,0,0
23849215737520768,2,0
23849259222840336,0,1
23848629169490284,0,1
23849532292200149,0,0
23849203984180726,0,1
23849374024030134,1,0
23849698895060483,0,1
23849289329300630,0,1
23849351845550240,0,0
23849820768670086,0,1
23848613568010301,0,0
23850046460090020,20,0
23849207246740138,2,0
23849630385050730,0,1
23850968483830287,0,1
23849008884900086,1,0
23849521750010714,0,1
23849379337560586,0,0
6262516560733,0,0
23849355516850508,5,0
23848936321900026,0,0
23849308408410096,0,1
23849621105300714,0,0
6278834599566,0,0
23849640768790434,0,0
23849336692890198,0,0
6260891277039,0,0
23849212383470285,0,0
23849159484540499,0,0
23849646829090109,1,0
23848959228500477,0,0
23848645174480161,0,0
23850812808450426,5,0
6274500482276,0,0
23849019196210668,0,1
6260225973442,1,0
23849409097230079,0,0
23849193604420508,2,0
23849455647790700,0,0
6204320203910,0,0
23850254831810337,0,1
23849503693010112,0,1
23849874989810722,0,0
23849752821060615,0,1
23849693333050105,0,0
23849259385660231,0,0
23849930699730595,2,0
6268717686379,4,0
23849752558380416,2,0
23848989867730122,1,0
23848677282500618,0,0
23849146407620106,0,0
23849821434500267,0,0
23849751782650117,0,0
6268764519143,0,0
23848788049270575,5,0
6308025210813,0,0
23849508716060659,0,0
23848780627770737,0,1
23849705213560759,0,1
23849388177860756,0,0
23850016776490540,0,0
23849426862130274,0,0
23848837281420503,0,1
6259410983535,1,0
23849046744390068,0,0
23845264443270682,0,0
23849047587970469,0,1
23849527236310118,0,0
23849129690500469,1,0
6264258868787,0,0
23849708487510182,0,1
23848952339410121,0,0
6294437502620,0,0
23849475920790757,1,0
6250900221722,1,0
23849357428950624,0,1
23849398800570377,0,0
23848260580300433,1,0
23849340911580174,4,0
23850325552010587,0,0
23849112081130022,0,0
23849267581860272,0,0
6267285707629,0,0
23850100568000455,0,0
6276236262924,1,0
23849654401100295,0,1
6267316219959,1,0
23848890441870388,0,1
23849214371820162,0,1
23849361480960586,0,0
23849205225630509,0,1
23849676088720468,0,0
23849116101640653,0,0
6244601066777,8,0
23849458579160665,1,0
23849174576550059,1,0
23848797820820744,0,0
23849705224570759,0,1
23849533357040174,0,0
23849462316330017,12,0
23849324139550643,0,0
23847043394830371,0,0
23849101880750745,0,0
23849480630040723,2,0
6271730114149,0,0
23849512370540017,0,0
23849996922200521,0,1
6272731146015,0,0
23849581801740254,0,0
6262223718736,0,0
23849613264880042,0,0
23849086708410619,2,0
23849614594310750,0,0
23848945860960172,9,0
23849966481560615,0,0
23849660822520436,2,0
6260891275839,0,0
6266849896696,9,0
6257185705896,0,0
23847743701060009,1,0
23849444192560310,0,0
23848844926200079,0,0
23849466889900519,0,0
6293114001064,0,0
23848050060400008,6,0
23849624374810528,1,0
23849682428220062,0,1
23849473334770711,0,0
23849436696210180,1,1
23849338055040409,0,1
23850045353570070,0,1
23850119638930129,0,0
23848629472410284,1,0
6260900215210,2,0
23849113733610044,0,0
23849160376050783,0,0
6267414899541,0,0
23849020800780481,0,0
23849080720270451,0,0
23849193052100742,1,0
6263838425827,0,0
23849240915490398,0,1
23848939309460745,0,0
23849931301130187,1,0
23849513622490392,3,0
6267251536381,0,0
6292057122009,0,0
6251017536522,4,0
23848823898040514,0,0
6270171027970,0,0
6262524514047,0,0
23849052802390068,0,1
23849019056920051,5,0
23848975229130085,0,1
23849514863200305,4,0
23849233299580612,5,0
23849395388270457,1,0
23849910412500154,0,0
23848983480150775,0,0
23850339574810173,2,0
23849023673740155,0,1
6251968482896,0,0
23849505541620480,0,0
23849220618640732,0,0
23848701383910531,1,0
23849137396860331,7,0
23848979026260113,0,1
23849187448110742,1,0
23849513584670074,0,1
23849787629600210,3,0
23849264124940138,0,1
6258630184529,1,0
23849674666070152,0,0
23849492663130712,0,0
6261291485205,0,1
23849506631150118,0,0
6283418905934,0,1
23849913587350058,0,0
23849332762480632,0,1
6270752293742,1,0
6274889519988,0,0
23849713235720286,0,0
23849632241370003,0,0
23849240046210157,0,1
6284379130482,17,1
23848781675930667,0,1
23849431124940612,0,0
6281882693001,0,0
23849726952370004,0,0
23850019578650195,0,1
23849554685630056,0,0
23849698542780436,0,1
6270628489908,0,0
6265277278869,0,0
6268216357268,4,0
23849355008640760,0,1
23849305981790184,0,0
23850180004040070,0,0
6262860483096,0,1
23849474671220400,0,1
6262004991492,0,0
6265627833181,0,0
23849239692100377,2,0
23849376932690205,0,0
23849632081760268,0,1
23848448303440569,0,0
23849253110860682,0,0
23850207096470386,0,0
23850119135420049,0,0
6276152129778,0,1
23849119818640352,0,0
23850024170690613,0,1
23849964537270298,0,0
6277614964659,1,0
23849186325760604,0,0
23849073433060136,0,1
23849754429090515,1,0
23849441268360700,1,0
23849280536760253,0,1
23849514991270624,0,0
23849775327590629,0,1
6265084140408,1,0
23849976425400129,0,0
23849079682180742,0,1
6268060765901,0,0
23849414833580412,0,1
23849253909270509,0,0
23849000212280454,0,1
6266810252411,0,1
23848645175830161,0,0
23849357725110781,0,1
23848744150870367,5,0
6267041236668,0,0
23849581268360294,0,0
6269150585969,0,1
6263132734773,0,1
23849489030940097,0,0
23849513066520209,0,0
23849303125430198,0,0
23848734632690178,0,0
23849277906120268,0,0
23849813626560615,0,1
23849387131750607,0,0
6254916237833,1,0
23847616180680523,0,0
23849180246510506,0,0
23849287916560019,1,0
23849082974740061,0,1
23849216730090289,1,0
23849023792910387,3,0
23849401240190509,0,0
23849314354790009,0,1
23849954737730585,3,0
23849518677050194,0,0
23848293995950524,0,1
6259546771916,0,0
23849054903650566,0,0
6262548711395,0,0
23849871875730086,1,0
6276871823547,0,1
6265225577839,0,0
23848607145550619,2,0
6250289802963,4,0
23849194092430322,0,0
6256813565335,0,0
23849519218010563,1,0
23849800662910436,0,0
23850092771070196,0,0
23849695908080020,4,0
23849414680120091,0,1
23851087169000208,0,0
6280448976274,5,0
23849287805820296,0,0
23850017456190404,0,0
23849288133570285,2,0
23849690729650149,5,0
23849109483300432,5,0
23849449315300088,0,1
6267323213011,3,0
23849910361870748,0,1
6264730954255,0,0
23849209009580094,0,0
6273578008956,0,0
23849357227160564,2,0
23848999297220216,0,0
6271361185615,6,0
6250858248249,0,0
23848465925840069,1,0
6297221814709,1,0
23849714055810000,0,0
6243234244177,3,0
23849598983340194,1,0
23849033443970144,0,0
23849534389920709,3,0
6246049936736,0,0
23849519168670633,0,0
6266089068666,1,1
23849268159760252,0,0
23849146926080064,0,0
6265224971910,0,0
23849366175630216,0,0
23849811029820411,0,1
6250196203681,2,0
23849557118500354,0,1
23849532402790041,0,1
23849565691870405,0,1
23850023716130623,0,0
6281585503486,3,0
23849607960660624,11,0
6263938828869,2,0
23849751083140468,0,1
23850160375370331,0,1
23849251274730701,0,1
23848832056410775,0,0
23849687828380384,0,1
6276154362578,0,1
6263218070069,0,1
23849567733660559,0,0
23849651687890710,0,0
23849680706070105,1,1
23849619597640478,0,0
23849412929640102,3,0
23849599463010277,1,0
23849176659790598,1,0
23849879068450672,0,0
23849825076790627,0,1
23850933193600208,0,0
6207766030732,1,0
6269666557660,0,0
23849646798040483,1,1
23850238746320662,4,1
6268699405629,0,0
23849373702760101,0,0
23850225463200453,0,0
23849703962530413,0,0
23848152360440283,0,1
23850270809310342,0,0
23849875211670133,0,0
23850343922220342,0,0
6285913973596,0,1
23849303715050550,0,0
23848776736180584,0,0
23850201734270119,1,1
6269206667908,6,0
23849592687380148,0,0
23849160028100123,1,0
6265772265901,0,1
23848574554870744,0,0
23849016897330171,0,0
6254039336371,0,0
23849728670210611,0,0
23849336527520311,1,0
23849535090100486,0,0
23849102972670157,1,0
23849043028320598,1,0
23849174876860598,0,0
6271339660342,1,0
23848987734690691,0,1
23846961763750512,0,0
23850040369130333,0,1
23848729678950317,1,0
23849491800930175,0,1
23849488954950444,0,0
23848121625400032,0,0
6271692704111,1,0
23849374191420763,0,1
23849579676110468,0,1
23850431543670459,0,0
6219180536808,0,1
23849458288150665,0,0
23849832642820104,0,0
23848821773160203,0,0
23849777697670541,0,0
6275124954186,0,0
23849377650060690,0,0
23848360787370136,0,0
6252739239971,6,0
6272531114461,0,0
23848415524590078,0,1
23849736494150021,0,0
23848974389260108,0,0
23850054610310221,1,0
23847698309580745,0,0
23849195939360598,0,0
23849352188120420,0,1
23849214979560204,5,0
23849547627110760,0,0
23849957229420439,0,1
23849196385230140,1,0
23848923562180762,0,0
23849347901370388,0,0
23849273283960132,1,0
23849331388210569,4,0
6256893241603,0,1
6259391696146,4,0
23849486224930167,3,0
6270032493038,0,0
23849630570870766,2,0
23850710525710075,1,0
23849299960290018,0,0
6278413758719,0,0
23848772773370165,0,0
23849750896050780,0,1
23849668024780496,0,0
23850336961020601,1,0
6256936882725,2,0
23849404770820252,0,1
6256813563135,0,0
23849245458350606,0,1
23850339796860133,0,0
23849316950750701,1,0
6278077012119,0,0
23849347939000748,0,1
6265650049285,0,1
23849444261320329,0,0
23849662712720248,2,0
23850047452790530,5,0
23849065525810336,0,1
23847287158530147,0,0
23849215901030665,0,0
23849796838390311,0,1
6261755186896,0,0
6260192329842,1,0
6276761345018,2,0
6258431836802,0,0
23849375390980503,0,1
23849696040190099,0,0
23850253956660658,0,0
23849072035290450,0,0
23849318001430727,0,0
23848345755180630,0,0
23849622862630528,3,0
6259230465129,0,0
6289143583019,2,0
23848043258430164,0,1
23849290673090165,1,0
23849382269780729,0,0
6242457307057,1,0
23849266248080164,2,0
23848644042970575,0,0
6252160097576,0,0
23848882979840256,0,0
23849843477710272,1,0
23849680595890230,0,1
6288544831753,0,0
23849592020500198,0,0
23849909838790347,0,0
6259834268735,0,0
23849695515720272,0,0
23849810614160461,0,0
23849218491670711,8,0
23850215473580299,0,0
23849793746160125,0,1
23849000338180573,1,0
23849254625180424,7,0
23849491246440030,1,0
23848471489950392,0,0
23849555876740057,0,0
6269036788084,0,0
23849076472980164,0,0
6260990345822,8,0
6256605534969,0,0
23849294596990528,0,1
23846129064030592,4,0
23849111622250598,1,0
23848576897830425,0,1
23849081232650140,10,0
23848758745610435,0,1
6262533324023,1,0
23848672419270740,0,0
23849154584980026,0,0
23849299851830013,0,0
23849514296860501,0,0
23849461895420753,0,0
23849212039550783,0,1
23849479373890024,0,0
23849307295210184,1,0
23848005002900539,0,0
6296292835873,0,0
23849360390370277,0,1
23849356302150157,0,0
23849108861330784,1,1
6268355710829,0,1
23848306350300507,0,0
23848750435040442,0,1
23849923187430703,0,0
23849223878680203,0,0
23849787749770210,0,1
23849505152800072,0,0
23848146408290122,0,1
23849685122080005,0,1
23849786173830525,1,0
23849674390970452,0,0
6261776436733,0,1
23849130435420506,1,0
23849599237190220,0,0
6270081063788,1,0
23850103547780089,0,1
23849148839440598,0,0
6284697212196,0,0
23849149732030146,0,0
6273757165290,0,1
23850128548150049,1,0
23849098951700054,3,0
23850222677530530,0,0
23849488072920203,0,0
23849694405590472,0,0
23849140971970421,1,0
23850220597130453,8,0
23850237978560070,1,0
23850312333610743,0,0
23849059293580598,0,0
23849776722560415,0,0
6279913816324,0,0
23849162918150596,0,0
23849595954150272,0,1
23850189907400731,0,0
23849023520480509,0,1
23849951670880681,1,0
6287587205151,0,0
6271910590727,2,0
23849033461780638,0,0
23849454070670525,0,0
6274931706690,0,0
23849314581360275,0,0
23849719018940616,2,0
23847693716940135,0,0
6273276381278,1,0
23849655359640523,0,0
23849639044270323,1,0
23849374190760763,0,1
23849341145120437,9,0
23848708739730383,5,0
23849566783800096,3,0
23850164458460173,0,0
23849582464980714,0,0
23849515632110109,1,0
23849558440670674,0,0
23849526264550057,2,0
23848673262260390,0,1
6274808647076,0,1
6262326333795,0,1
23849442089890588,0,0
6262821552005,1,0
23849115996420120,2,0
23848974271810394,0,0
23849151913650639,1,0
6269801692301,0,0
23850967464240287,0,1
23849115191740779,3,0
23850129097340119,0,0
23848951824730668,0,0
6264163893904,0,1
23850112032810246,0,0
6277536519661,0,0
23849320196400602,3,0
6299466620080,0,1
6247870846575,0,1
23849392606290561,0,0
23850835366090338,0,1
23849466872110556,0,0
6293892046064,0,1
23849023623140155,0,0
23849927464870384,0,1
6271317831327,2,0
23849308656260420,1,0
23850190780300705,0,0
6250402907626,0,0
23849676315520739,1,0
23849067775070389,0,0
23850060877760028,0,0
23849316963430701,1,0
6265482321904,0,0
6279548419331,1,0
23849885746010311,0,0
23850341508510173,0,0
23849216947830494,0,0
23849225276250341,0,0
23849045190840189,1,0
6293827916673,1,0
6266265759765,5,0
6261946752146,0,1
23849676826530681,0,0
6269242797432,0,1
6291913103445,0,1
6291853489264,0,0
23849492034020077,0,0
23849222271200009,0,1
23849735635500149,0,1
23849886378830031,0,0
23849547393320452,0,0
23849536477620166,2,0
6267456726357,0,0
6275112331172,3,0
6285021832824,0,1
23849672324610130,6,0
23849214516260040,2,0
23849749428080250,0,0
23849274336270640,0,0
6273861784037,0,1
23849895033470272,0,0
23849171112390202,0,0
23850070233930530,0,0
23849453721260023,2,0
6300294331880,0,1
23849829359320595,5,0
23849486675620410,0,1
23850363166430111,0,0
23849076628440366,0,0
23850247345720453,1,0
6260951457570,0,0
6252845068159,2,0
23849274077070732,0,0
23849537713920672,0,1
6264752547787,1,0
23849021919090724,0,0
23849507380220042,0,1
23849611959350563,4,0
23850097496460360,0,1
23849496081670247,0,0
6263450486736,1,0
6281931903906,3,0
23849279047110788,7,0
6247605541834,0,0
23849490593030325,1,0
6260697823314,0,0
23849019307180159,0,1
6275904790467,0,0
6272160048207,5,0
23848912960520437,0,1
23849847936260436,1,0
6260842417302,0,0
23849025204380322,0,0
23849435759660493,2,0
6257761027042,0,1
6250741971397,0,0
6260606900746,0,1
23849017338890764,0,0
23849306717610550,1,0
6264126679854,0,0
23849222789910722,0,1
23849282127140368,1,0
23849017494950724,0,0
23848353067770009,0,0
23849676367510739,0,0
23850311189160658,0,0
23849840089210625,0,1
23849386505390074,0,1
23850184667900662,0,1
23848444768620657,6,0
23849477264940701,0,0
23849668793080249,0,0
6286130924019,1,0
23847176752570071,0,1
23848959297480554,0,0
23848847959010113,0,1
23849533933490434,0,0
23849136229280264,0,0
6253320240436,0,1
23849373281700218,0,0
23849799808430660,1,0
6275408902495,3,0
23849205587840598,0,0
23849449243670565,2,0
23849120386380598,0,0
23849364470960654,0,0
23849608795550220,0,0
23848781474390291,0,0
23848847793340113,0,1
23849583329520209,0,0
6270369796015,0,1
23849074237090107,0,0
23849433951120048,0,0
6270087794369,0,1
23849460428420493,0,0
6261354251346,1,0
23849397311570377,0,0
23849994279950623,0,0
23849809935690125,0,0
6251624940176,1,0
23850049444960290,0,1
23849965886230615,0,1
23849486322790637,0,0
6285741852219,6,0
6250225630700,0,1
23849082278730407,0,0
23849873818790585,4,0
23850241903270743,0,0
23849486689140198,6,0
23850038306570163,1,0
6264442004591,2,0
23849793496590359,2,0
23849657366330015,0,0
6268736963868,0,0
6237599655062,0,0
23848907397890328,6,0
23850366452510158,3,0
23849564280110141,0,1
23849215031250498,1,0
6292499769088,2,0
23850510199720369,3,0
6264147896985,1,0
23849885661410311,0,0
6247209163602,0,0
23849463354790477,0,0
6253493923900,0,0
23850072663310012,0,0
23849948479720585,0,0
23849565008120710,0,1
23849701923060661,0,0
6286118661813,0,0
23850146610290053,0,0
23849203394420237,0,0
23849519997340714,0,1
23849500101220483,0,0
23849814055860385,1,0
23849639797900016,0,1
6238716685158,0,0
23848568968940575,2,0
6306094494070,4,0
23849899115000362,0,0
23848565879590782,0,0
6064376712461,0,0
23848949106570407,23,0
23848971985790144,0,0
6304653699326,1,0
23849278560060690,0,0
23849547118600781,0,0
23849085704620783,0,1
6269228394142,0,0
23849180539990121,20,0
6289321359441,0,0
23849757238330189,0,0
6254738903990,0,1
23849117905940566,1,0
23849166753560051,2,0
6198401184675,1,0
6268601291096,0,1
23849858100930681,0,1
6283740485882,1,0
23849693520580468,0,1
23849358639060219,0,0
23848809901290610,4,0
23850279284560337,0,1
6279391058271,4,0
23849373281690218,0,0
23849289111660395,0,0
23849792687100411,0,1
6263846523269,6,0
23849799843750230,0,0
23849350008490690,0,0
23849722295470365,0,0
6251635502300,0,1
6264663362296,0,0
23849152494400481,0,0
23849793695380439,0,0
23848919649130539,0,0
23850207191370342,6,0
23847759731420123,0,1
23849076527250037,0,0
23849515340170700,0,0
23849521458980590,0,1
23849491246030030,0,0
23851232835960208,5,0
6250601710597,4,0
6290596010841,1,0
23848792209800401,0,0
23849218305420073,2,0
23849615557310600,2,0
23849408487480493,0,1
23849489503790095,0,0
23849789250870058,0,0
23850060619730263,0,0
23848462415770666,0,0
23849461160290377,0,0
6268768032012,0,0
23844718344150301,0,0
6265024803787,5,0
23849302995630398,6,0
23848960072790434,1,0
6268360398769,0,1
6263566901461,0,0
23849155877920510,0,0
23849482159710149,0,0
23848951053250716,0,1
23850039081780053,0,0
23849845553290169,3,1
23849424804290278,2,1
23849623583050541,0,1
23850228474260070,2,0
23849084952850450,0,0
23849347850930779,0,0
23849503940380524,0,1
6262220797699,0,0
6285760053071,0,0
23850991671820208,0,0
6250655285197,1,0
23849460351730375,0,0
23849960799380672,0,0
6273591753384,2,0
23849645737350174,0,0
23849224797880659,0,0
23849382214010279,4,0
23849765450900683,1,1
23850063877340070,1,0
23849318768010428,2,0
23849103237060346,0,0
6257465429609,0,0
23849222595630217,0,0
23849713391400012,0,1
23849491820870175,0,1
23849042160120598,1,0
6233655748327,0,0
23849253072270353,0,0
6269535691552,0,0
23849847301260413,0,0
23849455974390313,1,0
23848534962800155,0,0
23849717366910360,0,0
6234630922790,0,1
23849325088340751,0,0
23848471489540392,0,0
23849919297470362,0,0
6265464076847,0,0
23849147950320440,0,0
6263450934336,2,0
23849448233420675,1,0
23849762651730117,0,0
23849113644600465,0,1
23850220597050453,3,0
6266106355757,1,0
6268088366769,0,0
23849162745240533,1,0
23849160958530677,0,0
23850313461630495,4,0
23849430529700014,0,0
23849766762120117,0,0
23849610751170359,2,0
23848959445290589,4,0
23850010193440404,0,0
23849821220390615,0,0
23849041351330441,4,0
23849272105590037,2,0
6268659198975,0,0
23849385828610606,0,1
23849537923290721,0,0
23849621249140714,1,0
6264596439854,0,0
23849295363420088,0,0
23848922368080124,0,0
23849180553930171,4,0
23849181461990144,0,0
6282803840671,0,0
6306939443413,0,0
23849632209620109,0,1
6278556443086,2,0
23849348803410753,0,1
23849090875230510,2,0
23849746127920340,0,0
23848471470250392,0,0
23849479708950024,0,0
23849116414170779,3,0
23848888523670506,1,0
6263137903536,21,0
23849118737290052,0,1
6274950150584,1,0
23850248061470743,48,0
23848659205630280,0,0
23849782711130391,1,0
23849293767810157,0,1
23849053765740156,0,0
23849641329780347,1,0
6208955421458,0,0
6269729951742,0,0
6261332317622,14,0
23848712153040711,1,0
23848880631750482,1,0
6267741213970,0,0
6266524501191,0,1
23849025477790711,0,0
23849487105840434,0,0
23848523344810758,0,0
23849194454190670,0,0
23849011200230544,0,0
23849000297940471,0,0
23848851257210191,0,0
23849173115080026,0,0
23849254543380503,0,0
6297222793120,9,0
23850295536500495,3,0
23849203071540041,1,0
6244817576777,0,0
23849002450040136,0,0
23849184626720228,0,0
6268976379461,0,0
23850269222760342,4,0
6252075465776,0,0
23849454086000637,0,0
23850013016170530,0,1
6269413449084,0,0
23848888932750514,0,0
23850162180940070,0,1
6279563224619,0,1
23849380099050779,0,0
23849187636830499,1,0
23849500359960434,0,0
6265996478031,0,0
6261222675525,0,1
23849162601320596,0,1
23849699537890712,1,0
23849057398270772,0,1
23849688113800523,0,0
23849611770960462,3,0
6277507692295,0,0
23850133723630658,0,0
23849607989910249,0,0
23849394655920088,0,1
6275073918466,0,1
6244444799248,6,0
23849189698490277,0,1
23849937739980326,4,0
23848330810080240,0,0
23849263111640256,0,0
23849224644990430,0,0
6305302741013,0,0
23848738919420382,0,0
23849475921140757,1,0
23850185182280748,0,0
23849178931750239,0,0
23849908350770722,0,1
6259602688507,4,0
6251780078394,2,0
23849232443510232,0,0
23849465651810523,0,1
6252091925875,0,0
23849094048910598,0,0
23849326385470763,0,0
6268987195056,0,0
23849209783290490,0,0
23849342629440162,0,0
6270281723908,0,1
23849293276570417,7,0
23849570804900062,0,0
6269424098037,0,1
23849581760200565,4,0
23849407202400700,0,0
23849237963350572,0,0
23849692778210723,0,0
6261382089546,0,1
6268699869770,0,0
23849309898310392,0,0
23848822839350655,15,0
23849515055510030,0,0
23849455052050373,0,0
23848729536820775,0,0
23849065700880136,0,0
23849480753540312,9,0
6268167943947,0,1
23849590571780629,0,0
23848291321130365,8,0
23849775680530777,0,0
23850391937700426,4,0
23849872472130541,0,0
6267826202779,0,0
6259257635981,0,1
23849183777090179,0,1
23848893406040352,0,0
23849099359890361,0,1
23849234098650171,2,0
6259769589626,0,0
23849392428890503,0,0
6264608175027,1,0
23849180029730242,7,0
23849630886400766,3,0
23849787457480712,0,0
23849350764130005,0,0
23849485237910714,0,1
23850066191490705,3,0
23849648040300431,0,0
23848696913900575,1,0
23850366516980133,0,0
23849525400430477,0,0
6247424957530,0,1
23850171328020290,0,0
23849490165190161,4,0
23848251115010588,0,0
23849357049640036,1,0
23849365672270223,1,0
6288892339019,0,0
23848643187320406,0,1
23849574714260436,0,0
23850384854390111,0,0
23849211894250765,3,0
23849510392970183,0,0
6254179573447,1,0
23849565930010708,0,1
23849023890730238,0,0
23849699238870114,0,1
23850147382620028,1,0
23848766279960526,0,0
6242051422821,0,1
23849119914900742,1,0
23849220552230464,1,0
23849585071670174,0,0
23849553532830698,7,0
23850148808020053,0,0
23850251907180133,0,0
23849451474320262,0,0
6266823208425,0,0
6301419808320,0,0
23849988997730053,0,0
23849262579530204,0,0
23849596334920523,0,0
6280754143931,0,0
23849619317870757,1,0
23849133855830288,0,1
23849534480030698,1,0
23850125609830776,0,0
23849388838280218,0,0
23849937265210625,0,0
23849817559600411,0,0
23849427740910607,0,0
6235010311936,0,1
23849761646160041,0,0
23849728636340397,0,1
23849550286830181,0,0
23849430799050258,3,0
6261776429333,0,0
23849420128070180,0,0
23849833224120246,0,1
23849964774120025,0,0
23849121237740692,0,0
23849145305060093,0,1
23849078007800581,1,0
23849907966210681,3,0
23849436617570107,0,0
6272126084890,1,0
23849752638320461,0,1
23849237962760572,0,0
23849565927950471,0,0
23849636692730713,0,0
6315593460326,1,0
23849111284490269,0,0
23849668357140758,2,0
23849112053930084,0,0
23848018362000113,2,0
23849756416290236,0,0
6195991903515,0,1
23847295792860165,1,0
6301401093680,1,0
23850687659720734,4,0
23849728682260545,0,0
23849601849150671,0,0
6261949685440,0,0
23849667806280183,0,0
23850338097270241,0,1
23849820179520311,4,0
23849924890070233,0,1
23848642765880522,0,0
23849388667460009,0,1
23848924601300788,0,0
23849816209970661,0,1
23850667388300208,0,1
6248220888834,0,0
23847305137430713,0,0
6260044981935,0,0
23849683310320015,7,0
23849747644520681,0,0
23849186388200604,0,1
6287596850153,0,0
23849490018550614,1,0
23849839871310298,0,0
6264913000239,1,0
23849439297170118,0,1
23848981532910450,0,1
23849547774890449,0,0
23847826009070239,4,0
23849772239740391,0,0
23849251637860392,0,1
23848936673160113,0,1
23849704325050674,1,0
6256804590802,0,0
23850459444300543,0,0
23849334494470000,0,0
23849096226350341,6,0
23849153621890418,0,1
6260463437725,0,1
23851061264720208,2,0
6251705908400,0,0
23849793318440187,0,0
23849113640280393,1,0
23844928570600428,0,0
6273565705293,3,0
23849263441960473,0,0
6268912963656,0,1
6259641959113,0,0
6269729427570,0,0
23849111368210490,0,1
23849702294630384,0,0
23849521564180624,0,1
23849055440620306,0,0
23849924610450623,0,0
6255002353465,0,0
23849466039790014,2,0
23849886790610541,0,0
23849667769840757,0,0
23849738580610187,2,0
23849402882290226,0,0
6268126768743,0,1
6258310802516,0,0
23849192165330490,0,1
23849314669290680,0,1
23848677277970618,0,0
23849893324450299,7,0
23849462957710632,2,0
6251787682915,0,0
23849879388460431,4,0
23848867004450360,0,0
23848858286280433,1,0
6253915585554,0,1
23849665004220611,1,0
23849167885790120,1,0
23848403501420425,1,0
23850076711890380,0,0
6286413827306,1,0
23848759848680626,2,0
23850363757520111,0,0
6296673202273,0,0
23849788314930680,2,0
23849056595310032,0,0
23848874435830045,0,1
6256577503115,0,0
23849417850600203,0,1
23849307619330224,13,0
23849209573370622,2,0
23848822219560422,2,0
23850149264260298,0,1
23849669623270595,1,0
6264418923710,0,1
23849562071110310,4,0
6275376721911,0,0
6249030679081,1,0
23849021578640068,0,0
23848378635340071,0,0
6265444874914,6,0
23849397484960757,0,0
23849456817900076,2,0
23849277182490729,0,0
23848073124370195,0,1
23849273515520754,0,0
23849576438810614,0,0
23849758830960563,0,0
23849879448970780,1,0
23849927939570595,0,1
23849536182530362,1,0
23849672809770295,4,0
23849592706100114,0,0
6254086828803,1,0
23849059268270022,0,1
6263726466945,0,0
23850095163770681,0,0
23849506315440599,1,0
6224935505788,0,0
6133878275338,0,0
23849447943860036,1,0
23849727358630348,0,0
23850145937350672,1,0
23850039598030560,0,0
23849586255260203,0,0
23849053765380156,0,0
23849632947260370,0,0
6292513455609,0,0
6262690309585,0,0
23849003343530126,0,0
23849313560540257,0,0
23849227756620443,0,0
6302660874123,3,0
23849750102230781,0,0
23850267283700746,2,0
6249759586197,0,1
6294218637774,9,0
23849904852400541,0,0
23849704994090471,0,0
23849470413720000,0,0
23849560345250567,0,0
23849040383700351,0,0
23849601610370372,0,1
6284642793051,0,0
23849143328630088,0,0
23849686720400714,0,0
23850257074280746,0,0
23848997389150186,2,0
23848899813990128,0,0
23849610318550576,2,0
6254441051594,0,0
23848919292870725,0,1
23849034341760067,1,0
23849628682410635,3,0
23849575962650714,0,1
23849352159270424,0,1
23850017010940595,0,1
23849107671690785,0,0
23850012542050439,0,0
23849532873880003,0,1
6241118751736,0,1
23849726356730385,0,0
23850092025740318,2,0
6271592066663,0,1
6269348782169,0,1
23849095717450399,0,0
23850138678130453,0,1
6262087976133,0,1
23849704713550061,0,0
23849163619840157,0,0
23849017821410045,0,1
23849708511870777,0,0
6288129467153,0,0
23849359483270250,0,1
6260228357842,2,1
23849054853830677,0,0
23848912171850552,2,0
6253655055301,0,1
23849824134710233,2,0
6261357875265,0,0
23849317614200701,0,0
6263734994112,0,0
23847051174900113,5,0
23848672467170704,0,0
23849798465460099,0,0
23849709929520320,4,0
23849454661380151,5,0
6282705847182,0,1
23849847632200031,0,1
23850019566100195,0,1
23849234268940120,0,1
23849041782360042,0,0
23849863029730263,0,0
23849481593470446,4,0
23850547769500396,0,0
23849804642740548,0,0
23849985374140453,3,0
6288728860630,0,0
23849530455080079,0,0
23849510747990205,0,0
23849269427570296,0,1
6257654645833,2,0
23849990413680521,0,0
6274249819768,0,0
23849443237440624,0,1
23849256976700694,0,0
23849425673730653,1,0
23850241165680396,1,0
23849800790260086,4,0
