adid,n_interests,custom
23849722056990439,1,0
6261509924669,4,0
23849382687270061,7,1
23848590466730704,0,1
23849650680030455,0,1
23849148325680514,0,0
23849712255080651,7,0
6271010561493,0,0
23849449010590611,0,0
23849185112250503,0,0
23849550462280695,12,0
23849132583530774,0,0
6245427543048,4,0
6245160953094,0,0
23849128980640446,0,0
23849836564000070,0,0
6262578158114,0,0
6274296776924,3,0
23848713041370328,4,0
23848701495320737,11,0
23846373533300401,4,0
23849278687310699,0,1
6252764462203,0,0
6267202997432,2,0
23848658552650225,3,0
23849373660990683,0,0
6274046836968,1,0
23848754775390552,0,0
23848770206440317,0,0
6267203631832,2,0
23848624874790646,0,1
23849372142450174,0,0
23848960890930451,0,0
23849026723070687,0,0
23848987307960541,0,0
23849194273600077,0,0
23849065486210600,0,0
23849105335960513,0,1
23848917208610395,4,0
6268277951743,0,1
23849070830780325,2,0
6245668484894,0,0
23848775365020156,0,0
6261728062268,0,1
23849679152210154,0,1
6285932704250,0,0
23849636610480227,0,0
23849217461600483,5,0
6279707528453,0,1
23848672681570048,2,0
23848544279450239,0,0
6260121817419,0,0
23848695604940094,0,0
23848773766810668,0,1
23849032345830473,0,0
6245930063448,0,0
23848999952230289,0,1
23849044125660088,0,1
23849525798710210,0,1
6264120807678,3,0
23849729882740221,2,0
6277141330740,2,0
23849861236720333,0,0
23849706332560020,0,0
23849087694300664,2,0
23849306002300607,2,0
6265772267501,0,1
6285575865109,0,0
23848503740950581,0,0
23849435654140578,1,0
23849070988160657,3,0
23849435583260681,1,0
6260053323914,0,0
23848393782080425,1,0
23849100709770157,0,0
23849266487320582,2,0
23849344007430700,0,0
6279495751401,0,1
23849896523320557,1,0
23849416920440174,0,0
23848982705870474,1,0
23849226195040757,0,0
6251421073171,0,0
23849432239730781,0,0
23849358639500000,0,1
23849314666880713,0,0
23849799756770083,1,0
23849683587300708,0,0
6262842867114,0,0
23849531740740125,0,0
23850189605360543,0,1
6258112410899,0,0
6238218921011,0,1
6287504632574,0,0
23849082500190162,1,0
23848420936780737,5,0
23849089429960073,0,0
6265746863943,0,0
23849485056150562,0,0
23849384796080782,2,0
23849111856480267,0,0
6271851445766,0,0
23848993448140732,0,0
23849330102360674,0,0
23849061875790756,0,1
23848860752000255,0,0
23847814526540757,1,0
23849061871340756,0,1
23849176302930339,0,0
23848775647420438,0,0
23849030985240644,0,1
6248201660922,2,0
23849213835150412,0,0
23849764799410404,1,0
23848247273930704,0,1
23848860751840255,0,0
23849471181540359,1,0
23849074955750690,0,0
6265214257710,0,0
23848713397770328,4,0
23849160466250189,0,0
6260770284945,7,0
23848881365390506,0,0
23849499908950447,0,0
6271415182111,0,1
6290081754873,0,0
23849772514710031,0,0
23849457170390681,0,0
23848739664020638,0,1
6259863585170,0,0
23849109375650388,1,0
23849061877960756,0,1
23849251807820709,0,0
23849357655740781,0,1
23848724526200634,0,0
23849879067720672,0,0
6258788387012,1,0
6262103711444,0,0
23849636650270391,2,0
6282481170451,0,0
23848908341280170,0,0
6243333207877,0,1
23849177921740714,0,1
6274780858193,4,0
23849041706820694,1,0
23848875518460026,0,1
23848789818170195,0,1
23848631574190622,0,0
23848733594600676,0,0
23848787166190352,0,1
23848137834560531,0,1
23848512374510575,1,0
6266408931901,0,1
23848677280220618,0,1
6281458125420,0,1
6241602487990,1,0
23849404974250174,0,0
6290713680220,0,0
23849213218110513,0,0
23850179516870543,0,0
6260941710691,2,0
23849958132250628,0,1
23849743319380743,2,1
23849066506740726,8,0
23849884557810246,0,0
6261648563435,0,0
23849580748950084,0,1
23848530116510507,0,0
23849443326480651,0,0
23849446706510185,0,0
23849295204640550,8,1
23848849007240105,0,1
6247808045169,0,1
6270844513711,0,0
23849364695690303,0,0
23847955315050608,0,0
23849443332370651,0,0
23849065151210288,0,0
23849017790120045,0,0
6264163924904,0,1
23848904217060598,0,0
23850367735140426,0,1
23849200950670709,0,0
23850442669550426,0,1
23848423188540570,4,0
6257108756055,2,1
23849112513610231,0,0
23849245169210268,0,0
23849518167320000,0,0
23849097023780335,1,0
23849120644460730,0,0
23849365551830310,0,0
6273602821732,0,0
6259667133036,0,0
23849167522460252,3,0
23848421721610570,0,0
23849275781990523,1,0
6248488903363,0,1
23848559976750155,1,0
6285124106219,0,1
23849161801330219,0,1
23850230587710396,0,1
23848602618870407,11,0
23849413141700545,0,0
23848545906180409,1,0
6280236503453,0,0
23848422759590570,0,0
6260130501019,0,1
23849044141500088,0,1
23849286021970759,2,0
23848844302940289,0,1
23848488183820352,1,0
23849121870240507,3,0
23848876753630382,0,0
23848803087200084,2,0
23849862623280028,1,1
6274161212895,0,0
23850163252720396,3,0
23849620572800340,0,0
6257229354303,2,0
23849834764420227,3,0
6259582020536,2,0
23848893192720124,3,0
6276796767519,0,0
23849264897890523,2,0
23849484345480212,0,0
6276416462835,0,0
23849773018850185,0,1
23848758414610553,1,0
23849606171020385,3,0
23849082499310162,1,0
23849441984780782,0,1
23848843412270588,0,0
23849469425550105,3,1
23849650678390455,0,1
23849865288770307,2,0
23848603976000745,0,1
6272673933883,1,0
23849527798140558,1,0
6265520459975,2,0
23848510814570575,2,0
23848999958320289,0,1
23847263126200460,7,0
23849530731670359,2,0
23849729908110221,2,0
23848642915760522,2,0
6238915004377,1,0
23849373264730499,0,1
23848959578200539,4,0
6235909087634,1,1
23849262745960614,1,0
23849461514940034,2,0
6293878389864,0,1
6278524303540,0,0
6269106874332,0,1
23848823483080283,1,0
6271381756290,0,0
23849150740630001,0,1
23848593528260195,0,0
23849702776580625,0,0
23849447042710497,1,0
23849539868420680,0,0
23848110706150040,0,1
23848803363970238,0,0
23849997509320455,0,1
23849720183600080,2,0
6290199790323,1,0
23848677280050618,0,1
23848737486360499,0,0
23848936734440148,0,1
23848869844520377,1,0
23849234511890087,0,1
23848956632410425,1,0
23849214980460258,0,0
23849132355740715,0,1
23849356067620757,0,0
23849719443790615,5,0
23849504789010782,2,0
23849426910350189,0,1
23849186387230301,6,1
23849660384720028,0,0
23848996870210232,1,0
6260112714533,5,0
23849551420160472,0,0
6246531053662,2,0
23848815819140561,0,1
23849704735450195,0,0
23849406022530714,0,0
23850029537040601,1,0
23850946598510208,2,0
23847326074200603,0,1
23849755805770410,0,1
6239765770363,0,0
6286096537216,1,0
23848942200790045,2,0
23849075750320157,5,0
6281916553851,0,0
6258460693936,7,0
23849373730280683,0,1
23849694783490241,0,1
6257266805768,0,0
23847466231270645,0,1
23849014248380234,0,0
6235666403730,0,1
6243164795315,0,0
23848788770320352,0,1
6284191316041,0,1
6263473552047,0,1
6142670007103,0,1
6264631297896,3,0
23848815853830261,0,0
23849618187870063,0,0
6265283298559,4,0
23847969191580018,4,0
23849631546820482,0,1
23849183578760027,0,0
6304195944013,0,1
6276718844601,0,0
23850047803720728,1,0
6265376058775,0,0
23849144462290092,4,0
23849253338360718,0,1
6257976037631,2,0
23849148625760598,0,0
6255071699233,2,0
23849198124980496,0,0
23849664057700558,1,0
23849477326810024,0,0
6213676713891,0,1
23848603966950745,0,1
23849329542920635,5,0
23849162557460151,0,0
23849303781620281,0,0
23849614050940209,0,1
23849144458420092,0,0
6269522896764,0,0
23849655488000558,1,0
23849030902420184,0,0
23848988106540789,0,1
23849441858930782,0,1
6258133366269,0,1
23848868352300046,1,1
6255071721833,2,0
6244689282221,0,0
6258126670781,3,1
6260297917023,0,0
23848915743560755,0,0
23848898347700425,2,0
23849718905430427,2,0
23849132485770517,0,0
23848789548150193,2,0
23849387054310266,0,1
6252967055107,0,1
23849418989950096,0,1
23849213569070763,0,1
6252299826212,1,0
23849167213820275,0,1
23848996155570157,0,0
23849720790290708,0,1
6302914296070,4,0
23849450860760214,0,0
23849540464650683,6,0
23848437308640494,0,0
6259927857408,0,1
23849569664560754,1,0
23848614949820690,0,1
23849011648640276,0,0
6234776951694,3,0
23848837269840626,3,0
6259123977702,1,0
23849966224330678,0,0
23848992455410590,0,1
23849813603740028,3,0
23849534248430458,2,1
23849386399560545,5,1
23849186386600301,6,1
23848751944260725,9,1
6264209124229,4,0
23849419662940061,0,0
23846939483390670,0,1
23849323925200080,3,0
23849395764290757,0,1
23849323858620087,0,1
23848995203880569,0,1
23848705810770207,6,0
23849578184260623,0,0
6257001599907,0,1
23848853195000764,1,0
23849336951000017,4,1
6273767209461,0,0
23849032781260653,0,0
6271439468111,0,0
6281917133051,0,1
6249619308699,0,1
23849077072720775,0,0
6236959791918,0,1
6264524790908,0,0
23848482307340029,1,0
23847483482640561,0,0
23849134197750702,2,0
23848168183350101,0,0
23848859643490261,0,0
23849544364810099,1,0
23849142888270653,1,0
23849919153020666,0,0
23848600762280116,0,0
23848743082160433,0,0
23848894421780094,0,0
6264235273211,0,0
23848848276430724,0,0
23849054394510228,0,1
23849574133320554,0,0
23849321979570057,1,0
23849054143550477,4,0
23849211283520199,0,0
23849919150080666,0,0
23848924601430788,0,0
23849779845040647,20,0
23849412819950716,1,0
23849457543850266,2,0
23849038807270528,0,0
6269781855948,0,1
23849134961100220,0,0
6284165790816,0,1
23848807192450138,1,0
6251133054707,2,0
23849358250930005,0,0
23850221647620133,0,0
23849238701760631,0,0
23849046048210691,0,1
23849575535600554,0,0
23848920965830510,2,0
23849437249090500,9,0
6263365155885,6,0
6267894859406,1,0
23848675256490722,0,1
6276067292835,0,1
23849435667350578,0,1
23849907445610456,0,0
23848791681890598,0,0
23849285773610475,0,1
23849696643040579,0,0
23849575535550554,0,0
23849687173020089,3,0
23849566241240405,0,1
23849873019960568,5,0
23850473732850734,0,0
23849304003470501,1,0
23849313213040115,0,0
23849064048330174,0,0
23848656774950043,1,0
23849772402500031,7,0
23849460845660545,3,0
6248239303922,1,0
23849894026610530,1,0
6304196209213,0,1
23849177239520377,1,0
23849486200050697,9,1
23849094708080322,3,0
6267006389663,0,0
6281500589671,0,0
23848510813710575,2,0
6283645851088,0,1
23849239031200760,0,0
6271184611744,0,0
23849150200030502,0,0
6258541810840,0,0
23849650730620078,0,0
23847841423290704,0,0
6254719174402,0,1
23849575585880554,0,0
6266159732543,0,0
6274345095424,0,0
23849834366020070,2,0
23849484564400323,0,0
6268169708432,0,0
23848755168360724,0,0
23848961937030779,2,0
23848593443200235,1,0
6269608390490,0,0
23848373130720155,0,0
23849604643930320,0,0
23848894423000094,0,0
23849109400980443,0,1
23849490006960210,5,0
23849200520570477,0,0
23849297885910252,0,1
23849563820480461,0,0
23848330240310108,1,1
6261328217036,5,0
23849948958470173,0,0
23849502809410331,3,0
23844347049120652,0,0
23849581688800308,0,0
23849468976560540,1,0
6242864664636,1,0
23849919149960666,0,0
23849248964170390,1,0
23848981757390774,3,0
23849061876770756,0,1
23849563924740754,5,0
6266105077868,0,0
23850044720000090,1,0
23849041773880630,0,1
23849113601760073,2,0
23849459057260525,0,0
6258490674063,0,0
6258832494950,0,0
23848784045780725,0,0
6229986630219,0,1
23849039136190694,4,0
23847956150240258,1,0
23848666974180335,0,0
23849698762910513,1,0
23849032349970473,0,0
23848474178580283,2,0
6261927569191,0,0
6263438387885,0,0
6240005943248,0,0
23849066503450726,8,0
23848781838710668,0,1
6251040802489,0,0
23848843686870620,0,0
6260942192208,3,0
6255175405626,0,0
23849018882100768,0,0
6265235215761,0,0
6256640378525,0,0
23849911265650053,0,0
23849210495360597,1,0
23849883995600705,0,1
6261654059387,1,0
23849364625530370,0,1
23849083570530226,2,0
23849115819170073,0,0
6284277189230,0,0
23848947129880639,4,0
23849603716740222,0,0
23849094030050657,0,0
6275320087393,0,0
23848731347310552,0,0
23848976594290463,0,1
6275774120731,0,0
6273281775217,4,0
6261645141869,2,0
23848443864500575,1,0
23849216115500652,0,0
23849158382100567,2,0
6255700571958,0,1
23849226278840757,2,0
6292199914728,0,0
23849575909230272,0,0
6272347848667,1,0
6251935173829,0,0
23849476023120654,0,1
23849330031290151,1,0
23848924601420788,0,0
6270542292761,0,0
6265676677769,0,0
23848870207960498,0,1
6258038920935,8,0
6269785175927,1,0
23849192403160477,4,0
23849165361440212,9,0
23849115156060232,0,1
23849744177330431,0,0
23849314807800680,0,0
23849732720920577,0,1
6277807114253,0,1
6264942682240,0,0
6264948599440,4,0
6278139131540,2,0
23849896522040557,1,0
23849493946180399,0,0
6288737679820,0,0
23849018441720044,2,0
23849251642470198,0,0
6287956085645,0,1
23849900245490705,0,0
23849626656440320,0,1
6262765549439,0,1
23848915195050454,0,0
23849358966990151,0,0
23849501417360556,0,0
23849114857510642,6,0
23849580910970554,0,0
23849792985530681,0,0
23849065448390235,0,0
23849856046490748,2,0
23849032344710473,3,0
6279265977801,0,0
6263780313357,3,0
23849119756600715,0,1
23848512374500575,1,0
23848919701800529,0,0
23849035037980213,0,1
23847008071650052,0,1
23849256085750590,0,1
23849749367490578,2,0
6259319930635,0,0
23848820784250533,0,1
23849002659410157,1,1
23849521563320680,5,1
23849161799330219,0,1
23849100861900572,0,0
23849244641680072,0,1
23849019247130467,0,0
23848803090410084,2,0
23848813683300330,0,0
23848817057060092,0,1
6282647762723,0,0
6258788388412,1,0
23848828977890563,0,0
23849274841820603,0,0
23849609368780284,0,0
6252246394154,0,0
23848994971450313,0,0
6278675021778,0,0
23849025190010170,0,1
23849722125920246,0,0
23849289244610496,0,0
23849834304550070,0,0
6288743283820,0,0
6257731719010,0,0
23849330392050268,1,0
6274780743793,6,0
23849732731790577,0,1
6217964836679,1,0
6265760658901,3,0
6267665707342,1,0
6258979410010,0,0
6266161437014,4,0
23848956131530701,5,0
23849146303820444,0,0
6281916553651,1,0
23849580912080554,0,0
6265676278569,0,0
23849650665620455,0,1
23849879150080672,0,1
23849204126890198,1,0
23848854579170626,0,0
23848687932520724,0,1
6285647418250,12,0
23849373662080683,0,0
6263311626085,1,0
6280615625282,0,0
6269498674215,0,1
23849234318970630,0,1
6258123007042,0,1
23849388237750714,0,1
6280931356566,4,1
23849531559070534,4,0
23849267949730087,0,1
23849368968240250,2,0
23847926467730138,0,0
23849636484550578,2,0
23848872406490620,0,1
23848894816570752,2,0
6266218668068,0,0
23848748521840737,11,0
23848698654530126,0,0
23849348768480370,0,1
23849343264540700,0,0
23849265597710358,1,0
6269253383744,0,1
23849550363810320,1,0
6267204455832,2,0
23848781790980668,0,1
23848743646270231,6,0
23849731437190579,0,0
6273990844132,0,0
23849001467900146,0,0
23849236974950738,0,1
23848894422590094,0,0
6264446769840,2,0
23849019754540395,5,0
23849174657320334,1,1
23847521640370480,1,0
6286573263641,0,0
6263104898031,0,1
23848593264020352,0,0
23849466505950266,2,0
23848969480410447,1,0
23849218141740254,3,0
23848071631050145,1,1
23844981820050617,0,1
6246838274285,0,0
23850895671580208,1,0
23849416887200528,1,0
23849333624130109,0,0
6259840106836,1,0
23848898930040121,0,1
23848050827320608,1,0
6276937103874,2,0
23849062223460323,3,0
23848575371050573,2,0
23850446235650426,0,1
23848813671060330,0,0
23848778706500646,0,0
23850442665520426,0,1
23848959431550520,0,0
23849927201030259,4,0
23849740292010063,2,0
23848628696760570,0,0
6266831504779,2,0
23848973798730425,3,0
23849484659270323,1,0
23849640834120084,1,0
23849488151880478,3,0
23849034738870250,0,0
23849664618570585,4,0
23849916714750666,0,0
6258890248665,1,0
23849625520180706,2,0
6247210361922,0,1
23849022203870395,1,0
6271319309372,0,0
6258978823810,0,0
23848765687610191,0,0
23849470105600267,0,0
6262516500247,0,0
23848878493610659,7,0
23848913567580361,2,0
23849078950640388,2,0
23849488151820478,1,0
23847658732670561,0,1
23849253725520003,2,0
6285452746624,0,0
23848069238150757,0,0
23849619642380263,2,0
23849144415250493,0,0
6269488685284,0,1
6241692643422,6,0
23849134641740509,0,0
6262642733343,0,1
23848973800810425,2,0
23849011647190276,0,0
23848841476760002,0,0
6259990438355,2,0
6297224794509,0,0
23849107683210785,0,0
6275952518423,5,0
23849398946220757,0,0
23849003543540288,0,1
23849091663300316,0,1
6279040353731,7,0
23847422245390021,0,1
23849615540910340,0,0
6257669382369,0,1
23846704198500644,8,0
6281458309820,0,1
23849159822390779,0,0
23849056098140171,0,0
23848781819420668,0,1
23848651594810690,0,1
23849088354310402,0,0
23848973142870281,1,0
23849162948380779,0,1
6259021523155,5,0
6287046792216,0,1
23849108657360735,0,0
23849561901310744,0,0
23850014235690169,0,1
23849064048100174,0,0
23848512376480575,1,0
23848737986030617,0,0
23850072181420601,0,1
23849156369090168,0,0
23849091614430162,1,0
6303162609870,10,0
23849503132930695,0,0
23849065448260235,0,0
23849032348670473,3,0
23849344005280700,0,0
6253311757801,0,0
23849223543930700,0,0
23849722058290439,0,0
23849402842270759,0,0
23849088768960694,1,0
23849614527900233,0,0
23849090624760201,0,0
23849320150120254,4,0
23849186378470301,0,1
6276034063874,0,1
23847887556330598,0,1
23849639749490272,0,0
6285736183488,2,0
23849162900420779,0,0
6257454499612,0,0
23849198407110088,0,1
6299238488123,2,0
23849371237350130,0,1
23849281839890659,0,0
23849265003520590,0,0
6273767287661,0,0
6262831183454,1,0
23849549467140744,2,1
23849192582350597,0,1
23849242246470753,0,1
6257996058892,0,0
23849527796230558,1,0
23849395054280465,0,1
23849104680850198,1,0
23849956383530111,0,0
23849324004400643,0,1
6267827746944,0,0
23849336355100718,0,0
23848653936990048,1,0
23848959315290554,0,0
23848596913740584,1,0
23849903410860302,1,0
23849321444820753,2,0
23849377204170766,2,0
23846914776290733,1,0
6267464458012,0,0
6242551000152,0,0
6245970367894,0,0
23848168168220605,0,0
23849395401860348,0,0
23850946988880208,2,0
23849015086160341,0,0
23849400207400781,0,0
23850186752480396,0,0
23849150614430566,0,0
23849125751350693,0,1
6278259230131,0,0
23849386553510343,0,0
23848663196580407,0,0
23849101023390289,0,1
23848966771890755,0,0
23849299868340736,0,0
6264291125364,0,0
23849585554000411,5,0
23849225274380739,0,0
23848781959420407,0,0
23849100280670289,0,0
6262639922743,0,1
6234776964094,3,0
23848922875100510,0,1
23849266686660721,1,0
23849137480530614,0,0
23849595210020404,0,0
23849029274330140,1,0
23848901239250073,0,0
23849506362150015,0,0
23849645692010343,1,0
6258978997410,0,0
23849544640320347,0,1
23850029443910601,1,0
6260138861933,2,0
23848894422530094,0,0
23848755876030668,0,1
23849439162740781,0,1
23848864412720604,1,0
23848623327260604,2,0
23850166350250369,2,0
23849106019870465,0,1
23848847903120454,0,0
23847529021900633,0,0
23849580910990554,0,0
23849225505390757,0,0
23849406662300714,0,0
6252635663005,6,0
23849236483560161,0,0
6262580721207,0,0
6305008642013,1,0
23850023087870229,1,0
23848953642820519,6,0
23848698876540275,0,0
23848961366100344,0,1
23849741365100678,0,1
23848441802790506,0,1
23849213270770231,0,0
23849043300150032,0,0
6250747131654,0,0
23849487951670309,1,0
6268183925256,0,1
23849162552670151,20,0
23849398925190757,0,0
23848876755530382,0,0
23849973526610337,0,1
23849755803680410,0,1
23849961100150455,0,0
23849008084790305,0,0
23849618825370706,0,0
23849072920310224,0,0
23849032790630653,0,0
6271439457911,0,0
6269621400293,0,0
23849430910100714,0,1
6258061380357,3,0
6280495546082,17,1
6280495005282,0,0
23849757817710063,0,1
23848744073090121,0,1
6270808143331,8,0
23848617890040195,0,1
23849527777420458,1,0
6268883367927,0,0
6241115682777,1,0
6194849107557,0,0
23849354605080237,0,0
23849054524730228,0,1
6260149737852,0,1
6266399328684,0,1
6284320515450,0,0
23849155275450235,2,0
23850638290980491,0,0
23850586576640338,6,0
23848964459480283,2,0
23849580904960554,0,0
23848413339940570,0,0
6246400160822,0,0
6276136303223,2,0
23848865250640306,0,1
6287504948974,0,0
23849773902360227,1,0
23849459763840524,0,1
6285993386353,1,0
6293105581180,1,0
23849488142750478,0,0
23849226714720687,3,0
23849056105670171,0,0
23849055600850213,0,0
23848811941020473,0,0
23848640734910400,1,0
23850212944860133,0,0
6257084532346,4,0
23849715034040229,0,0
23849173649960050,0,0
23848924600040788,0,0
23850785743260491,0,0
6250334818154,0,0
23848821623310455,0,0
23849092659550419,0,0
23849792983780681,0,0
23849141788390502,4,0
6257669653369,3,0
23848633298220773,3,0
6284731594245,1,0
6259196493725,0,0
23849245483060166,0,0
6255723589329,0,0
23848821507120519,0,1
23849488149060478,4,0
6258460120302,4,0
6284722470088,15,0
23849663235640408,1,0
23849940249180331,2,0
6281978553578,0,1
23849345806750769,6,0
23849378205150762,12,0
23849432017520541,0,0
23849363653410372,0,1
6285835302409,0,1
6271415138511,0,1
23849344005080700,0,0
23849022213540395,1,0
23849209309480205,0,1
23849059981290722,0,1
23849374675550348,2,0
23849571994520741,1,0
23849754132150515,2,0
23849238707690631,1,0
23849046637400691,0,1
23849535248810091,0,1
6272240977267,1,0
23849067815540166,0,0
23848732261360496,0,0
23848729024810435,1,0
23849107338940388,0,1
23849415751210412,0,0
23849443311360713,0,0
23849108658930139,0,0
6276718051601,0,0
23848893904010085,0,0
23849312258230721,0,0
6275822887793,0,1
23848411647730061,0,1
23849286219020438,5,1
23849785357210150,0,1
23849829782890083,0,0
23848818720310518,1,0
23849478979430416,3,0
23848928700640592,22,0
23849177238840377,2,0
23848319734810684,4,0
23849708506640410,2,0
6259688231142,1,0
23849669573300343,6,0
6286714728139,0,0
6264306562717,0,0
6274068486332,0,0
6268746910949,0,0
23848232267210660,0,1
23849195793180301,0,1
23849073532600675,0,0
23849195567210279,0,0
23849479149610416,0,0
23849488149070478,9,0
23849656131880221,0,0
23849220680420168,7,0
6258124741242,0,1
23847879595800372,0,1
6292984952470,0,1
23849729478360557,0,0
23849759526880663,5,0
23849145319580756,0,0
23848775359880156,0,0
23849811141790173,1,0
6193521837814,0,0
23848898413480702,0,0
23849129145550561,0,0
23848954311260155,0,0
23849470501500471,1,0
23849041652250464,0,1
23848723202820433,0,1
23848752225230048,0,0
23848247273470704,0,1
23849183561770519,1,0
6280482258471,0,0
23849461533700034,2,0
23849164138170757,0,1
23849629314750227,0,0
6277603901086,0,0
23848985120480283,0,0
6280978512888,0,1
6224936128188,0,1
23849782716630227,0,0
6250126269075,0,0
6260770148545,7,0
6272645395947,0,1
6262674335044,0,0
23847994131050112,14,0
23848954757010685,3,0
23849398922740757,1,0
23849141126630257,0,0
23849055652200213,0,0
23848629472980284,1,0
23848925017710477,0,1
23849273258670209,0,0
23849595487250777,1,0
6265772295301,0,1
23849899575650070,0,1
23848861907770139,4,0
23849200379800112,0,0
23848956617550425,3,0
6257447287226,1,0
23848904852560598,1,0
23848571775930422,2,0
23849472187090525,0,0
6250094756002,0,0
6266638929741,5,0
23848588157910235,4,0
23847045597970469,0,0
23848781817850668,0,1
23849727830160603,0,0
23849461952580556,0,0
23849478979450416,1,0
23848893623610566,1,0
23849369611360151,3,0
23848881365630506,0,0
23848846019330352,1,0
23848907134410655,0,1
23849015432410633,0,1
23849322410480721,0,0
23850143644530482,0,0
6269781032478,0,1
23849150602340522,0,0
23848980098130135,1,0
23849677295710173,0,0
6277187722506,3,0
23850247167400386,0,1
23849034823660726,0,1
23848751969360510,0,0
6265658694369,0,1
6250511125976,0,0
23848334831590189,0,0
23848728587690328,4,0
6251909702096,0,0
6265676676369,0,0
23849533611040562,1,0
23849435591970681,4,0
6255700514558,0,1
23849008388880085,0,0
23849276791130582,4,0
23849008845670045,0,0
23848980954120246,1,0
6279395279857,0,1
23849430233170181,3,0
23849326933750267,0,1
23849344004970700,0,0
23849348191470151,0,0
23849584148470293,0,0
23850095678390543,0,0
23849784590610408,0,1
6257035402436,0,0
23849946774150731,0,0
6264993977040,4,0
23849160854910689,1,0
23849575585850554,0,0
23849462128110408,2,0
23848867527430108,5,0
23848834506790400,0,1
23849663845680408,1,0
6271409405711,0,1
23849435277560174,0,0
23849622673190233,2,0
23849394909420713,0,1
23849333079420356,3,0
6271196342083,0,0
23849042953180375,0,0
23850021297440342,0,1
23849259211750484,0,0
23849035846370142,0,1
23849421623720523,0,0
23849495076570478,1,0
23849669456150343,7,0
23848729388870096,0,1
23848682468060048,2,0
6258809881283,0,1
6259968596925,0,0
6278279544286,0,1
6214654073619,0,1
23848775360420156,0,0
23850112135550743,2,1
23849471180590359,2,0
23849415489640412,0,0
23849336303810718,0,0
23848897731960067,1,0
23848527638260575,2,0
23849186383110301,6,1
23849171787900519,3,1
23849032345580473,0,0
6257688017969,7,0
23848787166200352,0,1
23849321359480074,0,0
23849478598130595,0,0
23847451846090462,12,0
6281458304220,0,1
23849018386880288,0,0
23849256087560722,0,0
23849216901790234,0,0
23848421415480116,0,0
23848437968610443,0,0
6263222552342,0,0
23849575581030554,0,0
6261949762440,0,0
6275822866793,0,1
23848862861660138,0,0
23849889873060187,0,0
23848728730050328,6,0
23848438890960166,0,0
23849177023690205,1,0
23848519249870093,0,1
23849374332030683,0,0
23849447824020616,3,0
23849907437070456,0,0
23848781818500668,0,1
23849026076120045,0,0
6282548352651,5,0
6274838788019,0,1
23849035360360170,0,1
23848956386450425,1,0
6263412199031,0,0
6271515171911,2,0
6258118174242,0,0
23849555718940405,0,0
6271714279711,0,0
6295599510709,3,0
23848959455770520,1,0
23849733985820222,0,1
23848342259920637,0,1
23849916720430666,0,0
6269505286117,0,0
23849078899030701,3,0
23849366884610602,0,0
23848481407980575,2,0
23849100228570670,0,0
23849217375350711,0,0
23849626533020160,0,1
6287504557174,0,0
23849029365620536,1,0
23849434309310541,0,0
23849061888580756,0,0
6274104365932,0,0
6277730839286,0,1
23849730342360020,0,0
23849393815770214,0,0
23849238357340168,0,0
23848472962520068,0,0
23849913505740705,0,1
6286893260250,0,1
6251705434930,0,0
6262514898040,0,0
23849239033040391,0,0
6259077755610,0,0
23849369742110360,0,1
23849640872110084,2,0
23849017014160670,4,0
6264942682040,0,0
23849291470970391,1,0
23848844203410670,3,0
23849343231510625,0,1
23849432024890282,0,0
23848575369200573,2,0
6265711491411,0,1
23848778885390481,2,0
23848904079010297,1,0
23850163343360396,0,1
23849031589970155,1,0
6259077559210,0,0
6267944481327,0,0
6260330138387,0,0
23849193524530711,7,0
6251575313758,0,1
6249096471197,0,1
23849406736710781,0,1
23848922201770598,0,0
23848895828420430,1,0
23849101721470084,0,1
23849061878560756,0,1
23849407759940452,0,0
23849225186160161,4,0
23849429994540199,0,0
23849021181060184,0,0
23848361504360475,0,1
23849496624010739,0,0
23849026607060066,0,0
23849074972600454,0,0
23847008125290052,0,1
6261117663491,0,0
6266027783141,3,0
23848781790700668,0,1
23850347417190386,1,0
23848919694210474,0,0
23849448937200195,0,1
6259077898210,0,0
23849166084050669,0,0
23849284483380118,0,0
23848888406560207,1,0
23849182926880346,0,1
23848536498090627,0,0
23849500929360782,2,0
23848781817880668,0,1
6259077792010,0,0
6241527186977,1,0
23849437283260061,0,1
23849390085930486,1,0
23849328186360524,1,0
23849364617150370,10,0
23848700914160164,1,0
23849719408690615,2,0
23848979514610285,0,0
23849268545870346,1,0
23848922078600625,0,0
23849216465860739,0,1
23843350370990796,1,0
23849361449710343,0,0
23849026130480423,0,0
23849499890490447,0,0
6265808338972,0,0
23848872435540561,0,0
23849527736660458,2,0
23849745733280767,0,0
23848966919300684,0,1
23849351389670492,0,1
23849299192060607,2,0
23848862917800684,0,1
6263526195831,0,0
23849321011450268,0,0
23849844204360557,0,0
6271183660144,0,0
23849211451730418,1,0
6269914412356,1,0
23849381648220297,0,0
6258124558042,0,0
23849435583090681,1,0
23849162950720779,0,1
23850185710680746,0,0
23849377567510100,0,1
23848480703060350,0,1
23848056006940283,0,1
23849362916330210,0,1
23848973793020425,3,0
23849753654440703,0,0
23849523565370739,2,0
23848810958030622,0,0
23848979572190184,0,0
23848846911640170,0,0
23849673370560340,1,0
23849946787520731,0,0
23848666470260407,0,0
23849672184870244,0,0
6265205825961,5,0
6263982489572,1,0
23849090283270423,0,1
6236831448197,0,1
6263653476781,0,1
23849627717570384,0,0
6269424718037,0,1
23850633358130208,0,0
6242921179048,0,0
