adid	codes
23849036854700518	Benign
23849038347470677	Benign
23849039224380442	Clickbait
23849040383810351	Benign
23849040386010351	Financial
23849040881130510	Benign
23849019263690159	Benign
23849041388290441	Benign
23849041787170042	Healthcare
23849048862930255	Benign
23849043950110512	Benign
23849058435930068	Potentially Harmful
23849044084440441	Benign
23849044126500088	Benign
23849044618370247	Benign
23849058484640226	Benign
23849044818460675	Potentially Harmful
23849045083770357	Benign
23849045619260510	Benign
23849045731070642	Healthcare
23849045925370109	Benign
23849045925840109	Benign
23849020800780481	Benign
23849028818250377	Benign
23849019754540395	Sensitive
23850152885640601	Benign
23849019300870159	Benign
23849022351920679	Benign
23849019542960126	Sensitive
23849028913830191	Benign
23849049342040026	Healthcare
23849049342180026	Healthcare
23849049586640124	Financial
23849049651840668	Benign
23849049832660755	Opportunity
23849068029660535	Benign
23849050131110668	Healthcare
23849053389060514	Benign
23849063203370764	Benign
23849050689260044	Potentially Harmful
23849051406650604	Benign
23849051596100131	Benign
23849052184140204	Clickbait
23849052744290604	Sensitive
23849053524590264	Opportunity
23849070100140580	Potentially Harmful
23849053866070170	Benign
23849054845800685	Benign
23849055635490684	Potentially Harmful
23849056007270128	Benign
23849068269750178	Benign
23849056425640451	Benign
23849056595310032	Benign
23849057043160668	Healthcare
23849058750120441	Benign
23849058752130441	Benign
23849059056240481	Healthcare
23849059243180045	Benign
23849059509900068	Potentially Harmful
23849060365180172	Healthcare
23849059886670040	Benign
23849060487180132	Benign
23849061465580679	Benign
23849061891230618	Healthcare
23849062206990122	Financial
23849046744390068	Opportunity
23849063296280622	Benign
23849050588760788	Clickbait
23849076988240561	Potentially Harmful
23849064094380289	Benign
23850153830720426	Benign
23849065242190551	Opportunity
23849065700880136	Benign
23849068030260535	Benign
23849082485840022	Healthcare
23849063116130155	Benign
23849068581460716	Opportunity
23849069278420787	Benign
23849069528610506	Benign
23849069968730178	Sensitive
23849070343680677	Benign
23849048087250433	Benign
23849070640410506	Financial
23849070715410207	Healthcare
23849071518640787	Benign
23849064090570289	Benign
6265120204492	Healthcare
23849063789280787	Benign
23849048752240255	Benign
23849065196060209	Benign
23849059221320255	Healthcare
23849072423320701	Benign
23849072427920701	Benign
23849073170900136	Financial
23849073375120553	Healthcare
23849074116760046	Benign
23849074192760474	Benign
23849086776750156	Benign
23849075293030638	Potentially Harmful
23849080609810137	Benign
23849074584010140	Financial
23849075873050690	Benign
23849076472980164	Benign
23849076527250037	Potentially Harmful
23849076981190561	Benign
23849077238250144	Benign
23849077372870787	Benign
23849077812250296	Benign
23849077862650279	Benign
23849078986000701	Benign
23849078987300701	Benign
23849349845220382	Healthcare
23849075823170071	Benign
23849080095230519	Benign
23849080534410784	Benign
23849081232650140	Healthcare
23849079878410503	Potentially Harmful
23849083264150455	Healthcare
23849081450980581	Financial
23849081858570068	Benign
23849082481660522	Benign
23849083395270372	Benign
23849092179040071	Healthcare
23849085187230464	Potentially Harmful
23849086024850355	Benign
23849086070660450	Benign
23849086092920711	Benign
23849087466780498	Benign
23849072035290450	Benign
23849087102800213	Benign
23849087346300784	Benign
23849088706400124	Healthcare
23849089192490140	Benign
23849089574950733	Benign
23849089650110081	Healthcare
23849089875370387	Benign
23849089879180387	Benign
23849090822970301	Benign
23849091091590289	Benign
23849091179150345	Benign
23849093307620420	Healthcare
23849092549630484	Benign
23849093021580745	Benign
23849093320010420	Healthcare
23849079397340784	Benign
23849103897710731	Healthcare
23849093718610204	Benign
23849093309930420	Healthcare
23849083395580372	Benign
23849093346530420	Healthcare
23850169392740342	Benign
23849072247640273	Benign
23849084952850450	Opportunity
23850166820460342	Benign
23849095774050473	Benign
23849108023960393	Opportunity
23849103237060346	Benign
23849105904740618	Benign
23849097870170143	Benign
23849098225740121	Benign
23849098951700054	Benign
23849098951830054	Benign
23849099273560361	Benign
23849099847680178	Benign
23849099926610782	Benign
23849100158620376	Benign
23849100598030178	Benign
23849101839760660	Benign
23849101842660242	Healthcare
23849095957140473	Benign
23849102252100745	Benign
23849102783570569	Benign
23849178494260138	Benign
23849105202070247	Opportunity
23849105686570503	Benign
23849106685990743	Benign
23849106951250443	Opportunity
23849107622250538	Benign
23849107926310393	Opportunity
23849108091340595	Benign
23849108861330784	Benign
23849166113040442	Benign
23849108931750518	Benign
23849109027850361	Benign
23849109170650460	Benign
23849109193430204	Benign
23849109483300432	Opportunity
23849109949440171	Benign
23849110055410203	Benign
23849110391010059	Financial
23849111064950054	Benign
23849111116980081	Benign
23849111187100106	Benign
23849168278140226	Benign
23849111671770679	Benign
23849112088530022	Benign
23849112191050256	Benign
23849112524130679	Healthcare
23849350028550144	Benign
23849113437040679	Healthcare
23849113417890393	Opportunity
23849101775120684	Benign
23850179516870543	Opportunity
23849100673140608	Opportunity
23849095717450399	Benign
23850171938510543	Benign
23849095717510399	Benign
23849115815400073	Benign
23849116414170779	Sensitive
23849116101640653	Benign
23849115632150612	Healthcare
23849117276320166	Benign
23849117618180755	Benign
23849120604270608	Healthcare
23849118865340085	Opportunity
23849119644220533	Benign
23849119853400319	Benign
23849119881370464	Opportunity
23849119914900742	Opportunity
23849120070130252	Benign
23849120543860608	Benign
23849121714140518	Benign
23849125257640363	Benign
23849132805610073	Benign
23849121984310425	Healthcare
23849122509920765	Opportunity
23849122791480765	Opportunity
23849122917030002	Opportunity
23849123582230289	Benign
23849123787450685	Healthcare
23849124745140655	Benign
23849127168440539	Benign
23849126003260779	Benign
23849126215480135	Benign
23849126948170725	Benign
23849126949610291	Benign
23849113644600465	Benign
23849128405050418	Benign
23850185456510396	Benign
23849131060460571	Benign
23849131363290179	Financial
23849132476340692	Benign
23849138211840359	Benign
23849132480360692	Benign
23849133160030204	Benign
23849116086400409	Potentially Harmful
23849138375170393	Benign
23849133270870471	Benign
23849133435390071	Benign
23849135181350226	Healthcare
23849134339590178	Benign
23849134414070640	Healthcare
23849136254800416	Financial
23849135490400512	Benign
23849135723080044	Opportunity
23849135882390341	Potentially Harmful
23849138538550151	Benign
23849136431830443	Healthcare
23849136793350561	Benign
23849144699520064	Benign
23849137422550622	Benign
23849113687320122	Healthcare
23849113850450688	Benign
23849128923100764	Benign
23849115191740779	Healthcare
23849121097850011	Benign
23849130800090132	Benign
23849127827760727	Healthcare
23849139514470074	Benign
23849137688740393	Opportunity
23849140388650140	Benign
23849140466320121	Financial
23849140527490442	Clickbait
23849142220230044	Benign
23850186498660495	Benign
23849145085080085	Benign
23849143176530288	Healthcare
23849143462540085	Benign
23849148664380382	Potentially Harmful
23849144032750285	Benign
23849145666360619	Potentially Harmful
23849144651820224	Benign
23849144660390108	Benign
23849146269400764	Benign
23849138847760553	Benign
23849144379490621	Benign
23849146404840106	Benign
23849146406740106	Benign
23849146407620106	Benign
23849147201930645	Benign
23849147804080265	Benign
23849148103760581	Benign
23849153630500418	Benign
23849148642440201	Benign
23849148787750124	Benign
23849148787780124	Benign
23849158334400544	Benign
23849149531580748	Benign
23849149936510774	Financial
23849149946580466	Benign
23849150315400135	Benign
23849150681700476	Opportunity
23849150964120569	Benign
23849151911410639	Benign
23849151912350639	Benign
23849151913650639	Benign
23849151958480228	Benign
23849152068030228	Benign
23849152217170655	Opportunity
23849152494400481	Benign
23849153621890418	Benign
23849153626310418	Benign
23849140544790442	Benign
23849162303800779	Clickbait
23849153701310418	Benign
23849154910310207	Benign
23849155404050255	Benign
23849156204810234	Benign
23849156948080499	Benign
23849157287470054	Healthcare
23849157350820273	Benign
23849149089840071	Benign
23849153683620418	Benign
23849148129680670	Benign
6265121470092	Healthcare
23850206751580543	Benign
23849145305060093	Benign
23849140545420442	Benign
23849142883710634	Benign
23849138907610316	Benign
23849158435350523	Benign
23849160028100123	Benign
23849162314790207	Benign
23849160160700155	Clickbait
23849160572230546	Benign
23849160958530677	Benign
23849161410230503	Benign
23849161868710779	Benign
23849161939500652	Benign
23849163485830684	Opportunity
23849163619840157	Opportunity
23849164149040757	Benign
23849164164870757	Benign
23849164230510283	Clickbait
23849164304260238	Opportunity
23849164857390604	Benign
23849165164020546	Benign
23849165374600240	Benign
23849165445210775	Benign
23849166942940642	Benign
23849167256230401	Clickbait
23849167260640401	Clickbait
23849176113700752	Benign
23849167617740603	Financial
23849168883640294	Healthcare
23849168911070184	Benign
23849168912420184	Benign
23849171315120168	Benign
23849169108790604	Benign
23849169337380751	Benign
23849169594430655	Financial
23849169723890383	Benign
23849170307990094	Benign
23849171913260123	Clickbait
23849172606970539	Benign
23849174098660640	Healthcare
23849174207350510	Benign
23849174695200220	Benign
23849174760120037	Benign
23849175043520139	Benign
23849175534690184	Financial
23849175583010619	Healthcare
23849175841670293	Benign
23849176082270711	Benign
23849176118020752	Benign
23849176478260264	Opportunity
23849176937060029	Clickbait
23850212944860133	Opportunity
23849168911850184	Benign
6265431908452	Benign
23849162745240533	Benign
23849159970520581	Clickbait
23849176978810733	Benign
23849159045700711	Benign
23849179247650533	Financial
23849179355200687	Benign
23849179658470750	Opportunity
23849179658500207	Healthcare
23849179990680184	Benign
23849179990690184	Benign
23849179991930184	Benign
23849180029730242	Healthcare
23849180498080032	Benign
23849180539990121	Benign
23849181130290659	Benign
23849177574720376	Benign
23849181685750592	Healthcare
23849181761960157	Healthcare
23849191468150170	Benign
23849183698880179	Financial
23849204780390533	Benign
23849183777090179	Financial
23849184176080179	Financial
23849184356970179	Financial
23849184632090228	Healthcare
23849185507840425	Potentially Harmful
23849185793320256	Benign
23849186342390604	Financial
23849186388200604	Financial
23849186398090455	Financial
23849186414890694	Benign
23849187274360184	Benign
23849187436730157	Healthcare
23849187545190283	Benign
23849187636830499	Opportunity
23849187642910044	Benign
23849187651410082	Benign
23849187653920082	Benign
23849187864590264	Benign
23849188700800238	Benign
23849189024620516	Opportunity
23849189297750645	Opportunity
23849198409680088	Benign
23849189976660265	Benign
23849190811900425	Benign
23849177686650645	Benign
23849191917020162	Benign
23849190845410061	Benign
23849190935920044	Benign
23849182440860242	Healthcare
23849181310060616	Potentially Harmful
23849191518890421	Benign
23849191605430030	Benign
23849198406870088	Benign
23849192012150783	Healthcare
23849192165330490	Benign
23849193212220264	Benign
23849183776430179	Financial
23849190047530520	Benign
23850220960740158	Clickbait
23849178575870271	Benign
23850224762540158	Benign
23849178643900022	Benign
23849180246510506	Benign
23849194459910670	Benign
23849194779960533	Benign
23849194872770428	Opportunity
23849195156260655	Benign
23849195422350581	Financial
23849195422980581	Financial
23849195759200251	Benign
23849195817120316	Healthcare
23849195836190657	Opportunity
23849196095310329	Benign
23849196509120516	Benign
23849197639960517	Benign
23849198082460494	Benign
23849198226020516	Potentially Harmful
23849200716110639	Benign
23849209311110204	Benign
23849198714590606	Benign
23849198748210425	Clickbait
23849199667470059	Benign
23849200042180637	Benign
23849200636620366	Financial
23849200787300441	Benign
23850225390430734	Benign
23849200825970383	Benign
23849200910070466	Benign
23849201336760067	Benign
23849203522140711	Benign
23849203787750657	Opportunity
23849203887740657	Opportunity
23849203908820657	Opportunity
23849206273090489	Benign
23849203984180726	Healthcare
23849204499560336	Benign
23849204593000430	Benign
23849204679630316	Healthcare
23849204751860316	Healthcare
23849205225630509	Benign
23849205237050586	Opportunity
23849206187140727	Benign
23849206235010217	Benign
23849206451290510	Benign
23849206673980494	Potentially Harmful
23849207363330420	Benign
23849206995430655	Opportunity
23849207282480539	Benign
23849207303650106	Benign
23849193475030604	Financial
23849207325990420	Benign
23849207812710691	Benign
23849208202300273	Benign
23849208380280652	Benign
23849215692530330	Benign
23849208871950139	Benign
23849209009580094	Benign
23849209011890788	Benign
23849209094020273	Benign
23849198227080516	Benign
23849200536630085	Benign
23849200109540669	Benign
6265780643301	Benign
23850230780080543	Benign
23849193604420508	Benign
23849206714470608	Healthcare
23849194262420471	Benign
23849194272600699	Benign
23849211894250765	Benign
23849212761380060	Healthcare
23849212122960285	Opportunity
23849212169060612	Benign
23849212170460612	Benign
23849213214820421	Benign
23849211438620608	Benign
23849212072330164	Opportunity
23849213569070763	Benign
23849218960690037	Benign
23849213715450690	Financial
23849213875250123	Healthcare
23849214516260040	Benign
23849215693990184	Benign
23849215022800292	Benign
23849218304670073	Benign
23849215031250498	Potentially Harmful
23849220368380264	Benign
23849215043480670	Benign
23849216875300185	Healthcare
23849215214050569	Potentially Harmful
23849215691960330	Benign
23849215731160212	Potentially Harmful
23849215913330687	Benign
23849216244660136	Benign
23849216677320136	Benign
23849217205780451	Benign
23849215186150135	Benign
23849217453580483	Financial
23849217752290711	Benign
23849217948390074	Benign
23849218739160066	Benign
23849211689560753	Benign
23849210336350484	Healthcare
23849220058500288	Healthcare
23849220091670619	Benign
23849210622330682	Benign
23849220552230464	Clickbait
23849221119700316	Benign
23849221552890727	Opportunity
23849221879110611	Benign
23849221917570676	Benign
23849222666400009	Healthcare
23849425700070203	Benign
23849425700210203	Benign
23849425701810203	Benign
23849210713560779	Benign
23849425724440203	Benign
23849409097230079	Clickbait
23849794785830777	Opportunity
23849364635460741	Benign
23849813433480554	Benign
23849380026450752	Benign
23849411369640098	Healthcare
23849411963270446	Benign
23849461158650377	Benign
23849614648120715	Benign
23849813434140554	Benign
6267098187085	Potentially Prohibited
23850283636410202	Benign
23849211134580023	Benign
23850294927780396	Benign
23849212327290285	Benign
23849614684040766	Benign
23849341174310314	Benign
23850309001190287	Benign
23849392987540614	Sensitive
23849404189410753	Benign
23849414833580412	Benign
23849414844550412	Benign
23849622980580650	Benign
23849624536310378	Benign
23849624996710276	Benign
23849625078070200	Benign
23849320509340673	Benign
23849405657560690	Benign
23849405922830148	Healthcare
23849407405310412	Benign
23849412161740335	Benign
23850044944240579	Healthcare
23849480799170368	Benign
23849515564020219	Benign
23849429499140561	Benign
23849517458590358	Opportunity
23849517498560107	Benign
23849557811090468	Opportunity
23850377254400743	Benign
23849673853540020	Benign
23849614791740525	Benign
23849622620390624	Benign
23849622624870624	Benign
23849622639210624	Benign
23849622752770105	Benign
23849622792390105	Benign
23849626962740715	Benign
23849974886220177	Benign
23850045122670578	Benign
23849517741250714	Benign
23850050220870070	Benign
23849430657170203	Opportunity
23850059201070705	Benign
23849507574630005	Healthcare
23849507904400720	Benign
23850153572540129	Opportunity
23849508989410057	Benign
23849509073550695	Healthcare
23849298395730634	Healthcare
23849298407000493	Benign
23849301882070720	Benign
23849303074750421	Benign
23849303076630421	Benign
23849303080370421	Benign
23849303082540421	Benign
23849527954200406	Benign
23849303265430786	Benign
23849305165290171	Financial
23849305171050729	Benign
23849305600980673	Benign
23849305667600673	Benign
23849301045960756	Benign
23849299835660013	Benign
23849299851830013	Benign
23850340118530734	Benign
23850407345450743	Benign
23849701052840003	Benign
23850407345460743	Benign
23849673460860718	Benign
23849298753510443	Opportunity
23849346736160444	Benign
23849355231370142	Benign
23849432112790572	Benign
23849439872080093	Benign
23849764509970781	Benign
23849295770770285	Healthcare
23849343719800586	Healthcare
23849296697110155	Benign
23849296711950301	Opportunity
23849296980140168	Financial
23849297288370198	Healthcare
23849297958730420	Healthcare
23849298241790146	Benign
23849298326390045	Benign
23849298364230356	Benign
23849298653030366	Benign
23849298924240235	Benign
23849298926810235	Benign
23849298958370508	Benign
23849299582000013	Benign
23849311614860725	Opportunity
23849299755310429	Benign
23849299755320429	Benign
23849299893900690	Clickbait
23849300337380582	Healthcare
23849300724290313	Opportunity
23849301039280756	Benign
23849301335520112	Benign
23849301340140334	Benign
23849301409520497	Benign
23849301818590081	Benign
23849302013530138	Clickbait
23849302364760711	Benign
23849302416720118	Benign
23849302809140642	Benign
23849302901300645	Clickbait
23849302916860673	Benign
23849303399180329	Benign
23849303903320088	Benign
23849304405180507	Healthcare
23849304640810673	Benign
23849304716920630	Potentially Harmful
23849305954320184	Benign
23849306216010312	Potentially Harmful
23849306833800292	Benign
23849306918590073	Benign
23849306938200201	Benign
23849307168980184	Healthcare
23849307619330224	Benign
23849307620000224	Benign
23849307739890013	Benign
23849308401030076	Benign
23849308408410096	Benign
23849299903570013	Benign
23849304571500329	Benign
6291616560416	Clickbait
23850361326950734	Benign
23850360769440628	Benign
23849305982320184	Benign
23849766341150031	Healthcare
23849306012260184	Benign
23849314666960713	Benign
23849314668580680	Benign
23849314848170586	Healthcare
23849315061530045	Benign
23849315409880486	Benign
23849315412070400	Opportunity
23849316930590701	Opportunity
23849315872270542	Healthcare
23849315566820586	Healthcare
23849316046710756	Opportunity
23849316782550783	Benign
23849317603970366	Benign
23849317607470701	Benign
23849317849410132	Benign
23849359675100452	Benign
23849317907620132	Benign
23849318001430727	Benign
23849318110060560	Benign
23849318143410278	Benign
23849319243970541	Healthcare
23849319848120358	Benign
23849320960650687	Benign
23849322817790507	Benign
23849321461880209	Benign
23849321507080473	Benign
23849321914420375	Benign
23849360911290713	Benign
23849322422240194	Benign
23849322561850088	Benign
23849322695690600	Benign
23849322835280366	Benign
23849323130730256	Opportunity
23849770506890016	Opportunity
23849324004400643	Benign
23849324138640643	Benign
23849324796710157	Healthcare
23849325817040642	Healthcare
23849325999300180	Benign
23849326000030180	Benign
23849326297360166	Benign
23849326332960162	Benign
23849326409470162	Benign
23849326428040162	Benign
23849804367490311	Benign
23849326821080477	Benign
23849327337230465	Benign
23849327376630106	Opportunity
23849327642320198	Benign
23849328104630687	Benign
23849804367520311	Benign
23849328784310357	Benign
23849309898310392	Healthcare
6267404705047	Opportunity
23850396045790208	Benign
23850439535910734	Benign
23849313075520418	Healthcare
23849314092070673	Benign
23849330973280087	Sensitive
23849331027040166	Benign
23849331196520699	Benign
23849331388210569	Benign
23849331401080074	Benign
23849332388890132	Benign
23849332762480632	Sensitive
23849333092710564	Healthcare
23849333200570180	Benign
23849333272720180	Benign
23849333288650180	Benign
23849333492700423	Benign
23849334310070516	Opportunity
23849804385860536	Benign
23849334931500363	Benign
23849335055150467	Benign
23849335055360467	Benign
23849335153060381	Benign
23849335770890198	Healthcare
23849336054140640	Benign
23849336106330198	Healthcare
23849339521450255	Potentially Prohibited
23849336527520311	Clickbait
23849336780790198	Healthcare
23849336796640471	Benign
23849337543170198	Healthcare
23849337545600198	Healthcare
23849337757930280	Sensitive
23849337930540280	Sensitive
23849338317680066	Benign
23849339452250335	Benign
23849339505020335	Benign
23849339976000760	Benign
23849340364030110	Healthcare
23849340373850233	Benign
23849341275120279	Opportunity
23849342012060395	Benign
23849342322110240	Sensitive
23849342439540174	Benign
23849342441130174	Benign
23849342603200652	Benign
23849342719170020	Benign
23849343691690639	Benign
23849344158580198	Healthcare
23849344169200644	Healthcare
23849344410150132	Benign
23849344427380036	Benign
23849344851120559	Benign
23849345667610434	Benign
23849361042820319	Clickbait
23849346133900088	Benign
23849346315460161	Benign
23849329384180768	Healthcare
23850442665520426	Benign
23850445993010426	Benign
23849329870100048	Benign
6256951398100	Benign
23849329883960216	Benign
23849330712090670	Benign
23849348757340198	Benign
23849346450930606	Benign
23849348768480370	Benign
23849348768600370	Benign
23849348930530164	Benign
23849349133240218	Benign
23849349586020474	Benign
23849349641220561	Benign
23849350490700645	Benign
23849350490910645	Benign
23849350539130645	Benign
23849350593780395	Clickbait
23849350764130005	Benign
23849350773680005	Benign
23849351080760322	Benign
23849351080960322	Benign
23849351349940230	Benign
23849346988960305	Benign
23849351358300077	Benign
23849352188120420	Benign
23849352536820132	Sensitive
23849353046130301	Benign
23849353047500301	Benign
23849353492520430	Healthcare
23849353618020597	Benign
23849354013220218	Benign
23849354369450134	Healthcare
23849354548780454	Benign
23849354825810177	Benign
23849355320480429	Benign
23849355430760429	Benign
23849355514400508	Benign
23849355600540561	Benign
23849355856100448	Benign
23849355968280344	Benign
23849356117140097	Benign
23849356126240097	Benign
23849357227160564	Benign
23849357432690522	Benign
23849357509650074	Benign
23849357681300000	Clickbait
23849357725110781	Benign
23849358200850219	Sensitive
23849358467290036	Benign
23849358614460765	Benign
23849358773780219	Sensitive
23849360325450682	Benign
23849360465930277	Benign
23849360571720198	Benign
23849360574880327	Benign
23849348723190048	Benign
23849360658630775	Benign
23849361480110076	Benign
23849361707410682	Opportunity
23849362057720688	Benign
23849362133250132	Healthcare
23849362323960721	Benign
23849362551970430	Healthcare
23849362843050719	Benign
23849363182460234	Healthcare
23849360592520231	Benign
23849346768800701	Healthcare
23850450022870338	Benign
23849347901370388	Healthcare
23850464345140035	Benign
23849348166680151	Healthcare
23849348467190160	Benign
23849365322780756	Benign
23849365672270223	Financial
23849366087620235	Benign
23849366163630572	Opportunity
23849364010320247	Benign
23849366175320652	Healthcare
23849366369580652	Benign
23849366998220357	Benign
23849367180900465	Healthcare
23849367195080717	Clickbait
23849367317010346	Benign
23849367361460695	Benign
23849384942840607	Benign
23849367433080695	Benign
23849385239110665	Benign
23849367654480424	Benign
23849368177440475	Healthcare
23849368619670377	Benign
23849368619760377	Benign
23849369351850248	Benign
23849369491730180	Benign
23849369888730756	Benign
23849369942050254	Benign
23849370166260097	Benign
23849370210910327	Financial
23849370286590438	Healthcare
23849370494590132	Benign
23849370591460674	Benign
23849370903020514	Healthcare
23849370918440065	Clickbait
23849370954580743	Benign
23849371706190516	Benign
23849371960830175	Benign
23849372719180087	Benign
23849372736410319	Benign
23849372852710702	Benign
23849373281690218	Benign
23849373281700218	Benign
23849373284050218	Benign
23849373465750268	Benign
23849373635970633	Benign
23849373753640633	Benign
23849373766690633	Benign
23849374190760763	Benign
23849374191230763	Benign
23849374193310763	Benign
23849374201520581	Benign
23849374402460702	Benign
23849374805000583	Financial
23849374821950583	Financial
23849374822040583	Financial
23849375220560738	Opportunity
23849375351800355	Financial
23849375467190279	Opportunity
23849377650060690	Financial
23849375963100205	Benign
23849376472400597	Healthcare
23849363336540566	Benign
23850126341940459	Benign
23850179517990543	Opportunity
23849364588780774	Clickbait
23849394702900088	Benign
23849364646230633	Healthcare
23849378524520443	Benign
23849379079120198	Benign
23849379478200631	Healthcare
23849379511790107	Benign
23849380350950014	Healthcare
23849380570130763	Benign
23849380922680102	Benign
23849380984110612	Healthcare
23849394628860372	Benign
23849381250610335	Benign
23849381664960288	Benign
23849397321900377	Benign
23849382013340142	Benign
23849382197130614	Benign
23849382589770280	Sensitive
23849382931440401	Benign
23849382943760401	Benign
23849383086810546	Benign
23849383723400234	Benign
23849384889240713	Benign
23849385561600289	Benign
23849385804090282	Benign
23849386587690645	Healthcare
23849957620810780	Healthcare
23849393692730234	Benign
23849393783780335	Benign
23849393909660483	Benign
23849394630650372	Benign
23849394684800088	Benign
23849394694810406	Healthcare
23849394909420713	Benign
23849394919950353	Benign
23849395359480335	Benign
23849395388270457	Healthcare
23849396010420151	Benign
23849396226760234	Benign
23849396745050565	Benign
23849396983810652	Benign
23849397812250774	Benign
23849397982930707	Financial
23849398800570377	Benign
23849398805010377	Benign
23849399164030377	Benign
23849413548190690	Financial
23849399625970251	Benign
23849399991540305	Benign
23849400436270535	Opportunity
23849400451310682	Benign
23849400517420095	Benign
23849400701410503	Benign
23849401813960278	Benign
23849402264940027	Benign
23849402318550315	Benign
23849387023300467	Benign
23849387128630607	Benign
23849377735800690	Financial
23849385961100285	Benign
23849382930550401	Benign
23849378174290729	Benign
23849378240080274	Healthcare
23849380877080019	Healthcare
23849598471960286	Healthcare
23849387784880062	Opportunity
23849387999140563	Benign
23849388006060444	Benign
23849388377080401	Financial
23849388590810477	Benign
23849388667860009	Healthcare
23849389003570761	Benign
23849389232490645	Benign
23849389287460375	Benign
23849389293860560	Healthcare
23849389818980514	Clickbait
23849390285850401	Benign
23849390468240586	Opportunity
23849390544860467	Benign
23849390897830664	Benign
23849391921830132	Healthcare
23849392132210027	Benign
23849392201550701	Benign
23849392428890503	Financial
23849392673420277	Benign
23849393071660226	Clickbait
23849393269490616	Healthcare
23849393411760014	Benign
23849393436560630	Benign
23849387212860056	Benign
23849393538540330	Benign
23849402585380631	Benign
23849402613080112	Opportunity
23849407699340218	Benign
23849403150310151	Benign
23849403328970499	Healthcare
23849403675440354	Benign
23849403743480354	Benign
23849405076870750	Healthcare
23849405373540056	Healthcare
23849406782900508	Benign
23849407202400700	Sensitive
23849407316070024	Opportunity
23849407993260368	Benign
23849408482260493	Benign
23849408487480493	Benign
23849408566620493	Benign
23849408793030014	Financial
23849410363800048	Benign
23849411193700726	Healthcare
23849411204830234	Healthcare
23849412238270590	Benign
23849412408230082	Benign
23849412800390716	Benign
23849412929640102	Benign
23849413416440151	Benign
23849413479550300	Benign
23849413539520151	Benign
23849414900040770	Benign
23849415127940402	Benign
23849415136250373	Benign
23849415420210542	Benign
23849415853810610	Benign
23849415866610690	Financial
23849387273640398	Benign
23849409012050620	Benign
23849226041620106	Benign
23849387753890062	Opportunity
23849417445500257	Benign
23849417521660257	Healthcare
23849417585150502	Healthcare
23849417826580370	Benign
23849418008510534	Benign
23849418206800653	Financial
23849419403100429	Potentially Prohibited
23849419640590074	Benign
23849420789910665	Benign
23849421115060339	Benign
23849421724340086	Benign
23849444291130579	Benign
23849421958290580	Benign
23849421987340763	Benign
23849422213870201	Benign
23849422290590274	Benign
23849422290910274	Benign
23849422557820567	Benign
23849422770580544	Benign
23849416462420402	Benign
23849429743310720	Healthcare
23849424098480401	Benign
23849424500670234	Benign
23849424804290278	Benign
23849424992610061	Benign
23849425251590631	Benign
23849425608460430	Healthcare
23849425252920631	Benign
23849425433770257	Benign
23849425526130687	Benign
23849425527140687	Benign
23849425527400687	Benign
23849425760040563	Benign
23849425760380563	Benign
23849426354180096	Benign
23849426030780181	Opportunity
23849426229570087	Benign
23849428060590665	Benign
23849426362610096	Benign
23849426861430274	Benign
23849426861520274	Benign
23849426861820274	Benign
23849426862130274	Benign
23849427057700484	Benign
23849427350460301	Benign
23849427350590301	Benign
23849428328970647	Benign
23849428347220647	Benign
23849428861400535	Benign
23849428864470535	Benign
23849429740350198	Healthcare
23849430186770632	Benign
23849417291920305	Sensitive
23849430210600660	Healthcare
23849430999610336	Benign
23849431135770203	Benign
23849432040550429	Benign
23849415896480690	Financial
23849416435740415	Benign
23849279272680335	Benign
23849416902960322	Benign
23849274548530079	Benign
23849278042500319	Benign
23849423486670001	Healthcare
23849417282170567	Benign
23849435839590766	Benign
23849436398730036	Healthcare
23849436633800203	Benign
23849436696210180	Benign
23849436857450561	Benign
23849436933250528	Healthcare
23849436966490586	Opportunity
23849436973050586	Opportunity
23849437766140620	Benign
23849438803970009	Benign
23849438991970789	Healthcare
23849439295250118	Benign
23849439323150590	Benign
23849439353340235	Benign
23849439718160330	Benign
23849439718960392	Clickbait
23849440330060711	Healthcare
23849440491840590	Benign
23849441261270644	Benign
23849441268360700	Benign
23849442089890588	Benign
23849442446310457	Benign
23849442870920635	Clickbait
23849442973520206	Benign
23849443237440624	Benign
23849443651270632	Benign
23849444849680624	Benign
23849445207100503	Benign
23849445215390203	Benign
23849445448820226	Clickbait
23849445519000346	Healthcare
23849445795020112	Financial
23849456631690711	Benign
23849447102280561	Benign
23849447228290378	Healthcare
23849447716840168	Healthcare
23849448599290388	Benign
23849433737350296	Benign
23849449059150418	Opportunity
23849449182900565	Benign
23849449241480565	Benign
23849449243670565	Benign
23849450332550722	Benign
23849450626160563	Opportunity
23849450629990721	Benign
23849451273610370	Benign
23849456817900076	Benign
23849451917640630	Healthcare
23849451988910151	Benign
23849452288090305	Benign
23849452483740096	Benign
23849452990520205	Benign
23849453120940789	Clickbait
23849448479920065	Opportunity
23849452236260449	Benign
23849295763030201	Opportunity
23849434357620048	Benign
23849223381650045	Benign
23849223103010670	Benign
23849434724170727	Benign
23849455052050373	Benign
23849455295410384	Benign
23849455628430384	Benign
23849461157510377	Benign
23849455688710496	Benign
23849455740010496	Benign
23849455974390313	Financial
23849456077470373	Benign
23849456401370727	Benign
23849456608160720	Benign
23849457172290681	Opportunity
23849457674320320	Benign
23849457881850199	Opportunity
23849457925390701	Healthcare
23849458299400092	Benign
23849459213490588	Benign
